"word","rt","acc","wordLength","realpseudo","wordList","stimOrder","stimBlock","subj"
"twew",0.13617,0,4,"pseudo","C",189,3,123
"ap",0.163565,1,2,"pseudo","C",190,3,123
"daople",0.26884,1,6,"pseudo","C",191,3,123
"short",0.315205,0,5,"real","C",192,3,123
"contain",0.25013,1,7,"real","C",193,3,123
"almost",0.730575,1,6,"real","C",194,3,123
"an",0.465945,1,2,"real","C",195,3,123
"money",0.66533,1,5,"real","C",196,3,123
"history",1.36529,1,7,"real","C",197,3,123
"complete",0.318725,1,8,"real","C",198,3,123
"compliment",0.268755,1,10,"real","C",199,3,123
"freat",0.68426,0,5,"pseudo","C",200,3,123
"slace",0.180785,1,5,"pseudo","C",201,3,123
"look",0.72212,0,4,"real","C",202,3,123
"eamn",0.20849,0,4,"pseudo","C",203,3,123
"woft",0.323785,0,4,"pseudo","C",204,3,123
"people",0.002545,1,6,"real","C",205,3,123
"pame",0.618305,0,4,"pseudo","C",206,3,123
"more",0.433015,1,4,"real","C",207,3,123
"orn",3.374595,1,3,"pseudo","C",208,3,123
"morning",2.298425,0,7,"real","C",209,3,123
"naw",0.504325,0,3,"pseudo","C",210,3,123
"open",2.159595,1,4,"real","C",211,3,123
"oban",0.30831,0,4,"pseudo","C",212,3,123
"chanding",0.345235,1,8,"pseudo","C",213,3,123
"collosks",0.28941,1,8,"pseudo","C",214,3,123
"lame",1.10409,0,4,"real","C",215,3,123
"scays",0.67162,0,5,"pseudo","C",216,3,123
"hane",0.299655,1,4,"pseudo","C",217,3,123
"imagine",0.6402,0,7,"real","C",218,3,123
"fafever",0.434745,0,7,"pseudo","C",219,3,123
"rebosks",1.11508,1,7,"pseudo","C",220,3,123
"hello",0.672315,1,5,"real","C",221,3,123
"duttery",0.607235,1,7,"pseudo","C",222,3,123
"question",0.479,1,8,"real","C",223,3,123
"good",0.30208,0,4,"real","C",224,3,123
"molent",0.04499,0,6,"pseudo","C",225,3,123
"name",0.019325,0,4,"real","C",226,3,123
"begin",1.38418,1,5,"real","C",227,3,123
"cotosks",0.007775,1,7,"pseudo","C",228,3,123
"gravel",0.858325,1,6,"real","C",229,3,123
"snose",1.150545,1,5,"pseudo","C",230,3,123
"runey",0.052705,0,5,"pseudo","C",231,3,123
"phlere",0.45949,1,6,"pseudo","C",232,3,123
"configuration",0.563315,1,13,"real","C",233,3,123
"garment",0.001285,0,7,"real","C",234,3,123
"garden",0.921245,1,6,"real","C",235,3,123
"brubs",0.195255,1,5,"pseudo","C",236,3,123
"banny",0.20945,0,5,"pseudo","C",237,3,123
"hungry",0.209075,0,6,"real","C",238,3,123
"rackle",0.71996,1,6,"pseudo","C",239,3,123
"candy",0.486095,1,5,"real","C",240,3,123
"alk",0.857795,1,3,"pseudo","C",241,3,123
"khtna",0.97373,0,5,"pseudo","C",242,3,123
"agreed",0.07516,0,6,"real","C",243,3,123
"cas",0.035365,0,3,"pseudo","C",244,3,123
"che",0.00137,0,3,"pseudo","C",245,3,123
"him",1.05656,0,3,"real","C",246,3,123
"swane",1.50889,0,5,"pseudo","C",247,3,123
"drustion",0.35362,1,8,"pseudo","C",248,3,123
"distance",0.352795,0,8,"real","C",249,3,123
"guoys",0.337805,0,5,"pseudo","C",250,3,123
"pretty",1.660355,0,6,"real","C",251,3,123
"investigate",0.520125,1,11,"real","C",252,3,123
"stenil",5.93402,1,6,"pseudo","A",1,1,124
"fror",1.8693,0,4,"pseudo","A",2,1,124
"trood",1.9116,1,5,"pseudo","A",3,1,124
"purchase",1.11566,0,8,"real","A",4,1,124
"ef",1.62959,1,2,"pseudo","A",5,1,124
"black",1.411185,1,5,"real","A",6,1,124
"losh",1.9818,1,4,"pseudo","A",7,1,124
"night",1.993945,1,5,"real","A",8,1,124
"nop",1.651705,1,3,"pseudo","A",9,1,124
"without",1.974765,0,7,"real","A",10,1,124
"sit",1.62784,1,3,"real","A",11,1,124
"from",1.510405,0,4,"real","A",12,1,124
"however",1.907355,0,7,"real","A",13,1,124
"sudsage",1.066165,0,7,"pseudo","A",14,1,124
"crit",1.57969,1,4,"pseudo","A",15,1,124
"beeltisul",1.83369,0,9,"pseudo","A",16,1,124
"whose",1.79298,0,5,"real","A",17,1,124
"leld",1.489535,1,4,"pseudo","A",18,1,124
"coth",4.77517,0,4,"pseudo","A",19,1,124
"pickle",1.19613,0,6,"real","A",20,1,124
"elements",1.807895,0,8,"real","A",21,1,124
"testify",1.203255,1,7,"real","A",22,1,124
"telechinct",2.01997,0,10,"pseudo","A",23,1,124
"describe",1.816085,1,8,"real","A",24,1,124
"hus",1.46962,1,3,"pseudo","A",25,1,124
"inni",1.699295,1,4,"pseudo","A",26,1,124
"become",1.7317,0,6,"real","A",27,1,124
"strosh",1.79119,1,6,"pseudo","A",28,1,124
"slellen",2.692295,1,7,"pseudo","A",29,1,124
"tfaer",1.637925,1,5,"pseudo","A",30,1,124
"them",1.29158,0,4,"real","A",31,1,124
"bulbet",2.368865,1,6,"pseudo","A",32,1,124
"ujst",1.494635,1,4,"pseudo","A",33,1,124
"loms",1.52004,0,4,"pseudo","A",34,1,124
"fatter",1.38369,0,6,"real","A",35,1,124
"wared",2.58775,1,5,"pseudo","A",36,1,124
"will",2.1852,0,4,"real","A",37,1,124
"arsher",1.60861,1,6,"pseudo","A",38,1,124
"tis",1.56143,1,3,"pseudo","A",39,1,124
"blans",1.52509,0,5,"pseudo","A",40,1,124
"invent",1.390105,0,6,"real","A",41,1,124
"brought",1.82858,1,7,"real","A",42,1,124
"library",2.389945,1,7,"real","A",43,1,124
"streat",1.90156,1,6,"pseudo","A",44,1,124
"nulch",1.424745,0,5,"pseudo","A",45,1,124
"sun",1.95312,1,3,"real","A",46,1,124
"ip",1.360255,1,2,"pseudo","A",47,1,124
"reverse",1.419825,1,7,"real","A",48,1,124
"sint",1.36623,1,4,"pseudo","A",49,1,124
"faster",1.03282,1,6,"real","A",50,1,124
"guess",1.86916,0,5,"real","A",51,1,124
"cuppom",2.81568,0,6,"pseudo","A",52,1,124
"telescoped",1.600435,1,10,"real","A",53,1,124
"groon",1.45396,1,5,"pseudo","A",54,1,124
"fattify",1.535675,0,7,"pseudo","A",55,1,124
"play",1.61603,1,4,"real","A",56,1,124
"miss",1.21724,0,4,"real","A",57,1,124
"ggnoi",1.935945,1,5,"pseudo","A",58,1,124
"liberty",1.64939,1,7,"real","A",59,1,124
"ancrusinishness",1.756965,1,15,"pseudo","A",60,1,124
"best",1.212015,1,4,"real","A",61,1,124
"once",1.184175,0,4,"real","A",62,1,124
"ginth",1.3415,0,5,"pseudo","A",63,1,124
"cibsus",1.1911,1,6,"pseudo","A",64,1,124
"nied",1.352255,1,4,"pseudo","A",65,1,124
"bads",1.50546,0,4,"pseudo","A",66,1,124
"arm",1.16803,0,3,"real","A",67,1,124
"dryer",1.982985,1,5,"real","A",68,1,124
"uoy",3.02907,1,3,"pseudo","A",69,1,124
"waves",1.41156,1,5,"real","A",70,1,124
"trull",1.1389,1,5,"pseudo","A",71,1,124
"answer",1.20628,1,6,"real","A",72,1,124
"shine",1.48319,0,5,"real","A",73,1,124
"hust",0.303035,0,4,"pseudo","A",74,1,124
"we",1.886665,1,2,"real","A",75,1,124
"mystery",1.1706,0,7,"real","A",76,1,124
"back",1.309115,1,4,"real","A",77,1,124
"bledge",2.593415,1,6,"pseudo","A",78,1,124
"inside",1.76555,0,6,"real","A",79,1,124
"om",3.08678,1,2,"pseudo","A",80,1,124
"lunch",1.411485,1,5,"real","A",81,1,124
"custom",1.38052,0,6,"real","A",82,1,124
"listen",2.19318,0,6,"real","A",83,1,124
"resolve",2.54066,0,7,"real","A",84,1,124
"cotosks",2.583575,1,7,"pseudo","C",85,2,124
"chance",0.500525,1,6,"real","C",86,2,124
"alk",1.24623,1,3,"pseudo","C",87,2,124
"round",1.12002,1,5,"real","C",88,2,124
"garment",1.133205,0,7,"real","C",89,2,124
"sick",2.947755,1,4,"real","C",90,2,124
"woft",1.136105,1,4,"pseudo","C",91,2,124
"imagine",1.44979,1,7,"real","C",92,2,124
"question",1.231305,0,8,"real","C",93,2,124
"snose",1.800615,1,5,"pseudo","C",94,2,124
"almost",0.992425,1,6,"real","C",95,2,124
"begin",1.06573,0,5,"real","C",96,2,124
"molent",2.132125,0,6,"pseudo","C",97,2,124
"cas",1.198975,1,3,"pseudo","C",98,2,124
"name",1.16666,1,4,"real","C",99,2,124
"hungry",6.385175,0,6,"real","C",100,2,124
"morning",1.984115,0,7,"real","C",101,2,124
"che",1.918815,1,3,"pseudo","C",102,2,124
"scays",1.099235,0,5,"pseudo","C",103,2,124
"agreed",1.367685,0,6,"real","C",104,2,124
"oban",1.78353,0,4,"pseudo","C",105,2,124
"good",1.596625,1,4,"real","C",106,2,124
"fistory",1.01836,1,7,"pseudo","C",107,2,124
"money",1.28096,1,5,"real","C",108,2,124
"distance",2.00262,0,8,"real","C",109,2,124
"liffs",2.27854,1,5,"pseudo","C",110,2,124
"naw",1.275375,0,3,"pseudo","C",111,2,124
"pealt",1.44534,1,5,"pseudo","C",112,2,124
"investigate",1.411985,1,11,"real","C",113,2,124
"watch",1.816245,0,5,"real","C",114,2,124
"duttery",3.131295,0,7,"pseudo","C",115,2,124
"dogo",1.64013,0,4,"pseudo","C",116,2,124
"through",1.97217,1,7,"real","C",117,2,124
"complete",1.46004,0,8,"real","C",118,2,124
"rackle",2.450765,0,6,"pseudo","C",119,2,124
"pame",2.55532,0,4,"pseudo","C",120,2,124
"guoys",2.053275,0,5,"pseudo","C",121,2,124
"hane",1.829035,0,4,"pseudo","C",122,2,124
"runey",2.978115,0,5,"pseudo","C",123,2,124
"short",1.90258,0,5,"real","C",124,2,124
"albust",2.38297,1,6,"pseudo","C",125,2,124
"slace",1.25254,0,5,"pseudo","C",126,2,124
"appropriates",1.924775,0,12,"real","C",127,2,124
"look",2.665595,0,4,"real","C",128,2,124
"open",1.37405,1,4,"real","C",129,2,124
"khtna",2.46811,1,5,"pseudo","C",130,2,124
"daople",1.6497,0,6,"pseudo","C",131,2,124
"orn",2.04106,1,3,"pseudo","C",132,2,124
"candy",1.34882,0,5,"real","C",133,2,124
"compliment",1.70192,0,10,"real","C",134,2,124
"freat",2.1338,0,5,"pseudo","C",135,2,124
"phlere",2.3994,1,6,"pseudo","C",136,2,124
"garden",1.865015,1,6,"real","C",137,2,124
"contain",1.36233,0,7,"real","C",138,2,124
"rebosks",2.32728,1,7,"pseudo","C",139,2,124
"lame",1.73211,0,4,"real","C",140,2,124
"grasshopper",1.840215,0,11,"real","C",141,2,124
"chanding",1.53282,0,8,"pseudo","C",142,2,124
"gurynh",1.83968,0,6,"pseudo","C",143,2,124
"spy",1.928745,1,3,"real","C",144,2,124
"collosks",1.70046,1,8,"pseudo","C",145,2,124
"him",1.432295,1,3,"real","C",146,2,124
"pretty",2.533885,0,6,"real","C",147,2,124
"hot",2.12537,1,3,"real","C",148,2,124
"qualify",1.649695,0,7,"real","C",149,2,124
"eamn",1.39495,0,4,"pseudo","C",150,2,124
"swane",2.88436,0,5,"pseudo","C",151,2,124
"brubs",1.906285,0,5,"pseudo","C",152,2,124
"utashing",1.358475,1,8,"pseudo","C",153,2,124
"cok",3.620425,1,3,"pseudo","C",154,2,124
"fafever",1.41224,0,7,"pseudo","C",155,2,124
"history",1.794095,1,7,"real","C",156,2,124
"banny",1.068655,1,5,"pseudo","C",157,2,124
"an",1.131665,1,2,"real","C",158,2,124
"loleh",1.567625,1,5,"pseudo","C",159,2,124
"drustion",1.34431,0,8,"pseudo","C",160,2,124
"overwhelm",2.01923,1,9,"real","C",161,2,124
"gravel",1.759095,0,6,"real","C",162,2,124
"people",2.03313,1,6,"real","C",163,2,124
"more",0.80641,1,4,"real","C",164,2,124
"hello",0.925825,1,5,"real","C",165,2,124
"ap",1.829845,1,2,"pseudo","C",166,2,124
"configuration",4.7573,1,13,"real","C",167,2,124
"twew",1.34975,1,4,"pseudo","C",168,2,124
"benon",2.76565,1,5,"pseudo","B",169,3,124
"germantia",1.458645,0,9,"pseudo","B",170,3,124
"pledge",1.39881,1,6,"real","B",171,3,124
"circus",1.45255,1,6,"real","B",172,3,124
"potent",1.115995,0,6,"real","B",173,3,124
"plane",2.5572,1,5,"real","B",174,3,124
"shink",1.001845,0,5,"pseudo","B",175,3,124
"mich",2.525675,0,4,"pseudo","B",176,3,124
"street",1.28923,0,6,"real","B",177,3,124
"throomba",2.00133,0,8,"pseudo","B",178,3,124
"fun",1.58315,1,3,"real","B",179,3,124
"famous",1.840875,0,6,"real","B",180,3,124
"peace",1.92761,1,5,"real","B",181,3,124
"cotplicant",1.658415,1,10,"pseudo","B",182,3,124
"roder",1.335825,0,5,"pseudo","B",183,3,124
"shring",1.343005,1,6,"pseudo","B",184,3,124
"unger",2.6684,0,5,"pseudo","B",185,3,124
"plays",1.212495,0,5,"real","B",186,3,124
"toy",2.175965,1,3,"real","B",187,3,124
"number",1.678055,0,6,"real","B",188,3,124
"budget",1.39924,1,6,"real","B",189,3,124
"teacher",1.465795,0,7,"real","B",190,3,124
"ot",1.7026,1,2,"pseudo","B",191,3,124
"wood",1.27218,1,4,"real","B",192,3,124
"give",1.265645,0,4,"real","B",193,3,124
"wase",1.636615,0,4,"pseudo","B",194,3,124
"light",1.45638,1,5,"real","B",195,3,124
"pencil",1.16834,0,6,"real","B",196,3,124
"imeyits",2.493695,0,7,"pseudo","B",197,3,124
"clomify",1.547975,1,7,"pseudo","B",198,3,124
"moon",1.883145,0,4,"real","B",199,3,124
"mader",1.008895,0,5,"pseudo","B",200,3,124
"baafness",1.82009,0,8,"pseudo","B",201,3,124
"great",1.43889,1,5,"real","B",202,3,124
"nuf",1.3205,1,3,"pseudo","B",203,3,124
"fite",1.079565,0,4,"pseudo","B",204,3,124
"cold",2.31652,1,4,"real","B",205,3,124
"doubtful",1.587705,0,8,"real","B",206,3,124
"chareet",3.220455,0,7,"pseudo","B",207,3,124
"went",1.62295,1,4,"real","B",208,3,124
"bove",4.114895,1,4,"pseudo","B",209,3,124
"spu",2.119545,1,3,"pseudo","B",210,3,124
"speveal",2.422185,1,7,"pseudo","B",211,3,124
"come",1.61884,1,4,"real","B",212,3,124
"farmer",1.194315,0,6,"real","B",213,3,124
"yos",2.105345,1,3,"pseudo","B",214,3,124
"besime",1.356585,0,6,"pseudo","B",215,3,124
"lant",1.382405,0,4,"pseudo","B",216,3,124
"mannanency",1.556295,1,10,"pseudo","B",217,3,124
"ablood",1.161175,1,6,"pseudo","B",218,3,124
"sain",1.33592,1,4,"pseudo","B",219,3,124
"jewel",2.1421,0,5,"real","B",220,3,124
"into",1.90079,0,4,"real","B",221,3,124
"truck",3.187575,1,5,"real","B",222,3,124
"guarantee",1.39172,0,9,"real","B",223,3,124
"jixel",1.743985,1,5,"pseudo","B",224,3,124
"bangs",5.83347,0,5,"real","B",225,3,124
"asca",1.64974,1,4,"pseudo","B",226,3,124
"hu",1.47852,1,2,"pseudo","B",227,3,124
"left",1.008075,1,4,"real","B",228,3,124
"ge",1.508455,1,2,"pseudo","B",229,3,124
"sids",1.354795,0,4,"pseudo","B",230,3,124
"ypla",1.416555,0,4,"pseudo","B",231,3,124
"understand",1.615475,0,10,"real","B",232,3,124
"dolc",2.3218,0,4,"pseudo","B",233,3,124
"natural",1.905425,1,7,"real","B",234,3,124
"destrifs",1.418605,1,8,"pseudo","B",235,3,124
"long",1.224345,1,4,"real","B",236,3,124
"building",1.545095,0,8,"real","B",237,3,124
"complase",2.009555,1,8,"pseudo","B",238,3,124
"bathroom",1.116695,1,8,"real","B",239,3,124
"ase",2.05257,0,3,"pseudo","B",240,3,124
"animal",2.23772,0,6,"real","B",241,3,124
"charks",1.690775,0,6,"pseudo","B",242,3,124
"insows",2.13435,0,6,"pseudo","B",243,3,124
"mun",2.140225,1,3,"pseudo","B",244,3,124
"hammer",2.62624,1,6,"real","B",245,3,124
"business",2.201345,0,8,"real","B",246,3,124
"flankfopper",1.732675,1,11,"pseudo","B",247,3,124
"brush",1.64352,1,5,"real","B",248,3,124
"time",1.733925,1,4,"real","B",249,3,124
"tried",1.902265,1,5,"real","B",250,3,124
"mout",1.84818,1,4,"pseudo","B",251,3,124
"accustomed",1.53074,1,10,"real","B",252,3,124
"answer",2.931505,1,6,"real","A",1,1,125
"hus",1.85013,1,3,"pseudo","A",2,1,125
"night",1.75114,1,5,"real","A",3,1,125
"streat",1.625745,0,6,"pseudo","A",4,1,125
"inni",3.15304,1,4,"pseudo","A",5,1,125
"listen",1.72156,0,6,"real","A",6,1,125
"miss",3.07001,1,4,"real","A",7,1,125
"trull",2.10192,1,5,"pseudo","A",8,1,125
"pickle",3.459405,0,6,"real","A",9,1,125
"purchase",3.167165,1,8,"real","A",10,1,125
"ginth",10.31597,1,5,"pseudo","A",11,1,125
"will",1.633835,1,4,"real","A",12,1,125
"groon",2.437485,1,5,"pseudo","A",13,1,125
"arm",34.56284,0,3,"real","A",14,1,125
"reverse",0.566565,1,7,"real","A",15,1,125
"cibsus",6.34568,1,6,"pseudo","A",16,1,125
"waves",2.04137,1,5,"real","A",17,1,125
"telechinct",1.718185,0,10,"pseudo","A",18,1,125
"library",1.856085,1,7,"real","A",19,1,125
"fatter",1.897325,0,6,"real","A",20,1,125
"from",1.817435,1,4,"real","A",21,1,125
"lunch",1.287835,1,5,"real","A",22,1,125
"brought",1.684425,1,7,"real","A",23,1,125
"dryer",2.716685,0,5,"real","A",24,1,125
"black",1.44161,1,5,"real","A",25,1,125
"stenil",2.4533,1,6,"pseudo","A",26,1,125
"nulch",4.221585,1,5,"pseudo","A",27,1,125
"hust",4.149,1,4,"pseudo","A",28,1,125
"fattify",3.50834,1,7,"pseudo","A",29,1,125
"sint",1.71653,1,4,"pseudo","A",30,1,125
"tis",1.61949,1,3,"pseudo","A",31,1,125
"leld",2.184585,0,4,"pseudo","A",32,1,125
"guess",2.553465,1,5,"real","A",33,1,125
"inside",1.457035,1,6,"real","A",34,1,125
"crit",2.034405,1,4,"pseudo","A",35,1,125
"tfaer",3.924805,0,5,"pseudo","A",36,1,125
"fror",1.793025,0,4,"pseudo","A",37,1,125
"best",1.88044,1,4,"real","A",38,1,125
"back",1.725145,1,4,"real","A",39,1,125
"bads",1.3568,0,4,"pseudo","A",40,1,125
"loms",1.534565,1,4,"pseudo","A",41,1,125
"we",1.269615,0,2,"real","A",42,1,125
"bulbet",2.63597,1,6,"pseudo","A",43,1,125
"ggnoi",1.36784,1,5,"pseudo","A",44,1,125
"beeltisul",1.408385,1,9,"pseudo","A",45,1,125
"uoy",1.23431,1,3,"pseudo","A",46,1,125
"nied",1.86271,0,4,"pseudo","A",47,1,125
"resolve",3.583355,0,7,"real","A",48,1,125
"ip",1.5779,1,2,"pseudo","A",49,1,125
"play",1.48173,1,4,"real","A",50,1,125
"without",1.53637,1,7,"real","A",51,1,125
"blans",1.90483,1,5,"pseudo","A",52,1,125
"ef",1.786255,1,2,"pseudo","A",53,1,125
"arsher",2.72943,1,6,"pseudo","A",54,1,125
"custom",4.08915,1,6,"real","A",55,1,125
"describe",3.373755,1,8,"real","A",56,1,125
"losh",1.6199,1,4,"pseudo","A",57,1,125
"shine",1.837725,0,5,"real","A",58,1,125
"telescoped",2.451215,0,10,"real","A",59,1,125
"ujst",3.221725,0,4,"pseudo","A",60,1,125
"sudsage",2.205505,1,7,"pseudo","A",61,1,125
"testify",3.218365,0,7,"real","A",62,1,125
"invent",3.90199,1,6,"real","A",63,1,125
"mystery",1.51732,1,7,"real","A",64,1,125
"cuppom",2.17822,1,6,"pseudo","A",65,1,125
