"","X","words","a","b","g","u","STRING","LEN","FREQ","Orth","Orth_F","N1_F","N1_C","N2_F","N2_C","N3_F","N3_C","UN1_F","UN1_C","UN2_F","UN2_C","UN3_F","UN3_C"
"143",143,"lant",1.97896208609681,-0.966987812864415,0.5,1,"lant",4,NA,11,141.74,18827.76,277.75,2264.33,39.67,453.45,4,307681.61,37085.75,35934.84,4638.33,3095.85,740
"144",144,"business",3.14634129220335,-0.957103993429202,0.5,1,"business",8,237.733,1,0.59,3815.59,1210.5,737.06,198,393.32,71.83,261102.41,41554.88,27146.64,5525.57,2780.42,1014.83
"145",145,"fasees",3.45369057033566,-0.955286779626489,0.5,1,"fasees",6,NA,0,0,10048.32,1204.67,1328.2,159.8,15.66,6.5,341106.77,46406.33,23615.65,4027.2,1263.57,126.5
"146",146,"ston",1.96258993727736,-0.955167524997527,0.5,1,"ston",4,NA,4,117.53,9948.76,138.75,498.49,12.67,87.45,1,316439.86,40323.5,39935,5225.33,1410.87,350.5
"147",147,"benon",4.09947915496315,-0.955134913423509,0.5,1,"benon",5,NA,4,0.28,5354.55,322.4,699.35,41.5,13.15,4,296830.41,37032,32592.69,3932.5,457.4,106.67
"148",148,"albust",1.32927689030326,-0.949079155467949,0.5,1,"albust",6,NA,0,0,4243.39,325.17,538.43,35.6,30.83,3,231990.59,31566.33,17769.58,3019.6,1054.82,132.5
"149",149,"losh",3.55517864777468,-0.945914155149147,0.5,1,"losh",4,NA,13,30.42,14307.41,209.5,1705.68,32.67,192.43,5,250399.16,31481.75,11916.91,2121,581.24,82
"150",150,"cuppom",4.93875626367679,-0.942360493116425,0.5,1,"cuppom",6,NA,0,0,3358.12,378.33,170.21,33.8,31.4,4.25,136256.99,20270.33,8500.48,1283.2,535.52,75.25
"151",151,"nuder",4.8199302664714,-0.93867114440237,0.5,1,"nuder",5,NA,2,0.8,7598.4,373.2,2228.7,66.5,336.47,6.33,267044.42,36277.2,22736.06,4078.5,1630.84,382.67
"152",152,"oban",4.33949752802623,-0.935207191753265,0.5,1,"oban",4,NA,1,0.65,10590.5,108.25,733.62,8.33,0,0,264482,31169.75,24152.72,2591.33,553.61,125
"153",153,"compliment",2.76622434993509,-0.909065643316838,0.5,1,"compliment",10,7.19862,1,4.88,2129.08,698,825.09,132.89,464.73,47,239943.81,31998.4,20781.02,3174.11,4318.69,630.25
"154",154,"hom",2.33109688200448,-0.904361767856324,0.5,1,"hom",3,NA,14,286.66,17602.95,65.67,690.41,5,0,0,223516.5,20151.67,19614.94,1902,928.38,98
"155",155,"describe",3.41999864770346,-0.902704928096757,0.5,1,"describe",8,36.4096,0,0,4280.69,998.12,446.6,105.86,65.49,11,275497.58,39996.5,15657.24,3786,881.81,280
"156",156,"nop",2.29730144551538,-0.898153977811933,0.5,1,"nop",3,NA,19,382.05,11929.71,66,3625.94,8.5,0,0,229473.5,29476.33,12008.76,1309.5,36.53,36
"157",157,"custom",1.97774386361738,-0.890790937300915,0.5,1,"custom",6,16.063,0,0,4454.2,460.83,421.17,54.4,56.99,7.5,219384.1,29710,22306.83,2896.6,1743.81,268.75
"158",158,"thantboard",3.1067471898298,-0.882231148546547,0.5,1,"thantboard",10,NA,0,0,1021.82,453.1,136.38,49.78,11.11,9.62,287810.23,31594.4,34092.53,2483.56,3173.94,304.25
"159",159,"sildal",3.84296004037032,-0.842712993082984,0.5,1,"sildal",6,NA,0,0,5008.71,535,637.42,57.2,41.9,4.75,242904.15,36836.83,15484.24,2296.6,604.65,73.75
"160",160,"alipol",3.90685282985902,-0.838614880302431,0.5,1,"alipol",6,NA,0,0,3819,352.83,395.6,28.2,2.54,1.75,238164.59,33084.67,14687.31,2928.8,892.05,328.75
"161",161,"molent",1.25280375671477,-0.826865025723502,0.5,1,"molent",6,NA,2,157.98,6822.49,602.83,1036.83,64.6,243.58,11.75,299346.24,36332,24570.88,3982.2,4251.87,678
"162",162,"nied",3.87010752407048,-0.823130082881651,0.5,1,"nied",4,NA,7,90.42,15479.29,189,708.12,22.67,88.02,3,319960.8,42984,20017.71,4507.33,937.81,190
"163",163,"crit",1.88877932250247,-0.823016405733361,0.5,1,"crit",4,NA,5,1.81,12177.44,171,189.35,18,4.13,2,264288.4,37150,20959.32,3403.33,1682.34,327
"164",164,"bledge",2.53331338978259,-0.821552660872867,0.5,1,"bledge",6,NA,3,2.2,5288.16,436.67,326.19,36.4,23.62,6.5,254890.27,34127.5,17578.81,3385.8,2081.41,482.25
"165",165,"bangs",2.12830467590701,-0.81356844434099,0.5,1,"bangs",5,2.4987,9,8.04,6852.65,639.2,474.75,61.75,102.94,14.33,216508.46,31786,27024.65,3922.75,1528.57,338.33
"166",166,"fireer",3.35766167332525,-0.812561856007086,0.5,1,"fireer",6,NA,1,1.78,9567.1,963.5,1967.02,168.8,170,6.25,321438.75,43653.83,31468.84,4497,1658.82,227.25
"167",167,"unger",6.84217266091092,-0.812176879546177,0.5,1,"unger",5,NA,2,312.55,7734.2,298,2294.34,60.5,60.07,3.67,250564.55,35379.4,31806.4,5888.75,1679.56,310
"168",168,"hus",6.03066298778877,-0.811941381862222,0.5,1,"hus",3,NA,15,535.05,18366.25,47,59.34,5.5,0,0,208778.72,27249.33,9248.78,1555,441.5,58
"169",169,"leald",3.54877871293019,-0.806339203429449,0.5,1,"leald",5,NA,1,0.83,10043.52,393.6,3062.38,46,292.8,9.33,281911.66,37047,23754.88,3391.75,1843.46,181.33
"170",170,"ase",2.04775949332259,-0.803122371149068,0.5,1,"ase",3,NA,15,354.05,38599.73,38,366,2.5,0,0,388931.11,52075.67,30260.23,3035.5,1555.85,200
"171",171,"beeltisul",7.20965970556155,-0.800301954419379,0.5,1,"beeltisul",9,NA,0,0,2391.5,659.33,294.7,62.5,4.93,3.57,280911.23,39133.44,17944.28,2843.75,877.59,104.71
"172",172,"destrifs",5.5053321854196,-0.795688989024227,0.5,1,"destrifs",8,NA,0,0,4820.15,1356.62,564.66,139.14,90.76,22.83,281312.66,40029.25,18597.4,4544.71,2290.89,655.5
"173",173,"besime",7.21074517313515,-0.791509965205432,0.5,1,"besime",6,NA,1,95.01,8112.97,639.17,1138.87,47,99.43,4.25,296791.31,41924.67,22260,4065,1328.28,162
"174",174,"contain",2.52514609224049,-0.790071717764331,0.5,1,"contain",7,35.4577,0,0,5787.98,818,1218.12,122.5,555.33,26,298942.34,37459.43,34253.83,5505.67,3527,586.6
"175",175,"ancrusinishness",1.13457884144515,-0.787761035737216,0.5,1,"ancrusinishness",15,NA,0,0,40.85,61.67,5.15,18.43,2.29,10.85,276741.93,41010.2,23084.57,4148.93,1645.25,561.77
"176",176,"shine",3.00379081617141,-0.766212043469944,0.5,1,"shine",5,7.91254,11,5.28,15154.71,435.4,3375.13,62,514.57,13,324372.31,42804.2,36508.85,5366.5,3787.17,748.67
"177",177,"hencory",13.9896173624856,-0.765449035424838,0.5,1,"hencory",7,NA,0,0,5844.94,777.43,743.22,90.67,62.94,6.8,259303.2,31303.86,39889.94,3363,2121.49,296.8
"178",178,"ther",4.46463141973625,-0.757403928477999,0.5,1,"ther",4,NA,6,1478.76,24363.33,137,13377.79,17.33,4434.85,2.5,350269.73,38363,102910.95,5280.33,51261.46,641.5
"179",179,"grat",4.1701997587297,-0.75618909623963,0.5,1,"grat",4,NA,11,3.12,14968.35,180.5,5085.92,26.33,9.07,3,275220.54,34039.25,22589.24,4585.33,2494.26,863.5
"180",180,"piscil",8.68245280955215,-0.75500466661226,0.5,1,"piscil",6,NA,1,0,3959.42,430.17,242.72,38,12.51,3.75,206638.97,35975.67,12746.18,2427.4,421.27,151.75
"181",181,"cas",3.16839830081779,-0.749029427237258,0.5,1,"cas",3,NA,13,1193.42,18174.49,67,7755.46,6,0,0,254048.8,38460.67,24075.6,2976.5,1104.78,194
"182",182,"scays",4.23967448928718,-0.748573211724354,0.5,1,"scays",5,NA,10,1.95,7475.5,563.2,136.89,24,54.77,9.67,221124.34,35063.6,8137.57,1515.75,810.79,150.33
"183",183,"hect",6.71140114310247,-0.735491632049681,0.5,1,"hect",4,NA,3,41.63,17177.37,198.5,988.14,13.33,2.14,1,318704.56,34180.5,46503.29,2190,2276.91,369.5
"184",184,"holily",5.22609885230496,-0.734653470146668,0.5,1,"holily",6,NA,1,1.01,7265.29,657.33,1232.34,91.4,238.02,10.75,215513.96,26976.83,16444.26,2996.6,1003.42,215.5
"185",185,"crovel",6.55584614792885,-0.733441099866954,0.5,1,"crovel",6,NA,1,0.24,7448.74,778.83,652.4,83.4,83.88,13.25,235853.78,32292.83,15689.7,2334.4,2113.38,357.75
"186",186,"blans",4.82690793943962,-0.72724290840357,0.5,1,"blans",5,NA,7,15.94,9209.14,611.6,1156.11,69.25,350.69,14,233713.66,34317,24610.88,3688,1458.6,436.67
"187",187,"cotplicant",3.68426812678591,-0.725989684009373,0.5,1,"cotplicant",10,NA,0,0,1912.85,685.9,491.36,110.89,24.12,10,256332.17,32975.2,21380.13,3253.67,1689.49,401.38
"188",188,"mannanency",0.987246291232335,-0.718659112814993,0.5,1,"mannanency",10,NA,0,0,1374.68,534.2,304.95,85.89,107.27,19.62,273082.65,34924.1,26033.61,3311.67,1321.94,266.62
"189",189,"fattify",1.0580050645306,-0.71199095150435,0.5,1,"fattify",7,NA,0,0,6607.34,980.57,888.25,130.83,194.91,34,248714.32,27359.57,16033.93,3121.5,862.69,211.6
"190",190,"purchase",6.76989923250724,-0.691375464191946,0.5,1,"purchase",8,20.4655,0,0,3197.91,810.25,310.68,71,63.24,8.67,245939.77,33165,20023.97,2075.57,1398.11,207
"191",191,"loak",1.67690168096923,-0.686628979697084,0.5,1,"loak",4,NA,8,80.55,15878.55,250.25,1028.93,24.67,28.94,2.5,226520.54,27405,6496.07,1228.67,130.14,55
"192",192,"grasshopper",6.99065117648899,-0.685813472065754,0.5,1,"grasshopper",11,1.48732,0,0,476.88,350.45,59.71,45.6,10.8,7.44,247756.04,34606.45,19220.9,3266.5,1705.6,358
"193",193,"bulbet",2.0226079961717,-0.683589810435805,0.5,1,"bulbet",6,NA,1,13.39,7373.92,805.33,480.38,64.4,4.63,2.25,222337.68,28452.17,11011.55,1374.6,384.28,65.25
"194",194,"hane",4.06390292376863,-0.675249577001388,0.5,1,"hane",4,NA,20,260.43,21141.67,299,3548.31,41.33,304.48,6.5,358622.27,39161,41918.76,3968,2443.34,308
"195",195,"budget",3.52838355460052,-0.671903183355281,0.5,1,"budget",6,32.0071,2,0.3,7216.6,790.5,587.98,87,92.87,15.25,224684.89,28107.67,7461.94,1242.8,797.9,98.5
"196",196,"bove",3.53340403075298,-0.668387855793407,0.5,1,"bove",4,NA,12,51.15,18981.12,262.25,2946.93,23.33,278.1,4,237961.88,28253.75,14197.93,1734.67,2709.33,341
"197",197,"elements",2.43302151072827,-0.66427386887456,0.5,1,"elements",8,46.4044,1,0.59,3513.63,975.75,610.75,114.43,217.46,25,347406.33,45312.25,23778.85,3723.43,4755.36,777.33
"198",198,"distance",3.92003440297605,-0.660592080281415,0.5,1,"distance",8,87.9898,0,0,3404.74,753.38,756.71,127,404.69,38.5,304272.25,40692.5,26882.02,4006.57,3944.38,846.17
"199",199,"telechinct",1.42179803818489,-0.656702628900764,0.5,1,"telechinct",10,NA,0,0,1662.57,555.5,270.63,67.56,40.8,10.12,306711.58,37767.5,26479.93,4374.33,2017,338.75
"200",200,"fimp",4.468343435942,-0.65595479378129,0.5,1,"fimp",4,NA,2,6.54,10714.53,158.5,1187.85,19,6.54,1,145388.93,21807.5,8538.26,1441.67,938.59,212.5
"201",201,"drustion",4.81154530229881,-0.65509302590424,0.5,1,"drustion",8,NA,0,0,3897,914,908.31,150,466.24,42.67,262300.39,36088.25,21925.44,4278.14,5719.34,1183.67
"202",202,"sint",4.57235120873008,-0.64831368216457,0.5,1,"sint",4,NA,13,20.08,18047.63,257,1878.5,35.67,50.12,5,312014.86,44093,41456.55,6757.67,4099.56,678.5
"203",203,"strosh",2.84806781084473,-0.647572863242756,0.5,1,"strosh",6,NA,0,0,5578.71,450,942.02,62,327.69,11.75,288395.4,37505,18083.6,3394,1634.01,401
"204",204,"tice",3.21288564108329,-0.644655654415949,0.5,1,"tice",4,NA,13,152.6,24574.73,236,1303.63,18.67,89.03,4,333884.97,43178.75,22620.65,4796.33,2987.79,621.5
"205",205,"speveal",4.33298950793676,-0.641072901990136,0.5,1,"speveal",7,NA,0,0,4237.28,628.71,602.71,62.17,78.82,4.8,282546.74,38701.57,19048.29,2585.67,2428.6,169.6
"206",206,"goud",7.20618917579158,-0.636259794293452,0.5,1,"goud",4,NA,6,172.42,11164.6,209.5,1274.75,17.67,19.84,1,172864.31,22417,16424.72,1486,146.5,42
"207",207,"arsher",3.49772550287466,-0.635990495196664,0.5,1,"arsher",6,NA,1,5.24,8103.53,803.83,2017.71,170,522.36,23,316216.26,41223.67,48431.69,4881.6,6159.18,379.5
"208",208,"cotosks",25.0564168950908,-0.63575229468272,0.5,1,"cotosks",7,NA,0,0,5396.62,982.43,626.08,74.83,6.65,1.4,244809.95,33470.29,14775.93,1761.33,116.15,59.6
"209",209,"an",1.30282192977489,-0.634517446028975,0.5,1,"an",2,3313.39,11,3544.29,22806.98,6.5,3313.39,1,NA,NA,334249.27,40386.5,64251.37,5694,NA,NA
"210",210,"inpant",2.23738928719967,-0.63375270527904,0.5,1,"inpant",6,NA,1,21.42,4155.32,374.67,491.95,47.6,16.93,5.25,288567.91,37083.67,36507.89,5045.2,1240.11,313.75
"211",211,"warpen",3.35745120003012,-0.633629824840524,0.5,1,"warpen",6,NA,3,4.4,8652.25,895.67,892.89,106.2,67.03,8,267263.48,34128.67,22648.82,3034.2,1054.15,187.25
"212",212,"bere",3.84637525559045,-0.630596853330411,0.5,1,"bere",4,NA,9,495.05,20372.77,269,5765.01,33.33,2193.55,3,337943.95,44225.25,48056.76,6563.67,7240.38,583
"213",213,"sudsage",4.15988218627334,-0.626471096963341,0.5,1,"sudsage",7,NA,0,0,4767.65,730.57,456.99,60.17,139.75,14.6,256978.77,37636.14,7160.68,1256,708.38,118
"214",214,"woft",3.08701531134165,-0.616412617760466,0.5,1,"woft",4,NA,6,14.55,19894.93,221.5,701.84,14,41.91,1,225617.16,21085,15330.5,401.33,309.87,23.5
"215",215,"tate",3.8773901734082,-0.613671757440724,0.5,1,"tate",4,NA,17,79.59,27418.64,283.5,987.62,28.67,281.64,5.5,421860.85,45450.25,31178.5,5997.33,4760.82,1529
"216",216,"wawed",2.26010232468311,-0.613361610581123,0.5,1,"wawed",5,NA,12,3.2,10962.93,475.4,1117.2,89,10.65,8,250823.84,27283.4,19200.46,2379.25,261.23,49.67
"217",217,"leld",2.53892199103651,-0.594818155649472,0.5,1,"leld",4,NA,8,45.84,14172.67,207.25,1899.82,23.67,113.33,2.5,256944.49,35838,18580.94,2937.67,339.5,63
"218",218,"pame",3.75348732697219,-0.582294611596833,0.5,1,"pame",4,NA,15,131.03,18847.64,281.75,3451.49,28.67,901.88,4,271090.5,34082.5,14851.55,2062.33,1667.94,149
"219",219,"wase",30.736979571079,-0.575971383198798,0.5,1,"wase",4,NA,15,44.32,24775.83,279,1648.98,31.33,261.38,3.5,314778.32,40291.5,26820.91,2370.33,6435.37,142
"220",220,"slace",31.9146425343459,-0.570161284353774,0.5,1,"slace",5,NA,8,89.28,11040.22,444.4,1512.16,52.5,587.41,10,290694.41,41640.8,12109.69,2342,1448.11,233.67
"221",221,"jewel",3.72801843822921,-0.563656240343766,0.5,1,"jewel",5,2.85565,1,0.3,6787.13,363.4,333.99,27.25,26.24,5.67,262082.72,32460.8,9211.55,1089.75,601.57,66.33
"222",222,"mich",6.95587974535065,-0.561991498742079,0.5,1,"mich",4,NA,6,210.52,13124.47,154.5,1442.88,19.67,69.19,2,192372.19,24540.5,15118.22,2903,2145.19,113.5
"223",223,"ablood",2.35474869082827,-0.55938774096226,0.5,1,"ablood",6,NA,0,0,5538.13,442.33,197.71,20,4.06,1.5,238464.68,28271.83,9038.43,1699.4,2021.15,330
"224",224,"runey",3.29379070642164,-0.557468017858029,0.5,1,"runey",5,NA,2,0.45,6883.19,489.6,435.96,38.25,140.82,4.33,249711.55,33854,11670.14,2093.75,520.96,95.67
"225",225,"shring",5.17878781061484,-0.555352037375907,0.5,1,"shring",6,NA,6,17.87,7693.92,636.33,2352.99,171.4,1129.71,79,237914.8,34433.17,30537.32,5767.2,8419.55,2061.25
"226",226,"vesural",1.79234784252255,-0.554348908836989,0.5,1,"vesural",7,NA,0,0,4532.44,537.71,787.65,65.17,260.57,7.8,248395.65,35578.57,23133.33,4772.5,1379.47,244.6
"227",227,"han",3.4115009004354,-0.547985968442457,0.5,1,"han",3,NA,20,593.66,19692.36,77.33,5933.15,9,0,0,304400.97,31056.67,51343.36,3799,4269.5,392
"228",228,"mout",8.64744416163876,-0.536191117445589,0.5,1,"mout",4,NA,9,134.22,17008.31,236.25,2107.27,22.67,5.41,3,233984.64,26190.25,23287.88,2134.67,3960.64,346
"229",229,"hadder",6.77836137671454,-0.532485785110864,0.5,1,"hadder",6,NA,4,12,8142.75,892.5,1921.47,193.8,178.46,26.5,287249.41,33246.17,28444.25,3853.6,2966.84,319.75
"230",230,"gaian",2.38638684396516,-0.532194774836341,0.5,1,"gaian",5,NA,0,0,8020.5,380.2,532.01,34.5,13.23,1.67,287943.66,37547.8,22034.3,2539,890.07,179.67
"231",231,"resolve",7.15700533859704,-0.531750497698067,0.5,1,"resolve",7,11.1251,1,2.14,5148.44,692.71,680.53,87.33,77.58,10.2,297642.35,40781.71,24536.01,4240.67,1794.42,351.4
"232",232,"distides",1.71712343630337,-0.524006158535419,0.5,1,"distides",8,NA,0,0,4869.25,1374,899.78,283,205.8,38,298075.74,42822.5,25758.57,5760.57,2809.15,751.17
"233",233,"hant",3.63197992257605,-0.519214991753761,0.5,1,"hant",4,NA,13,90.26,19200.22,270.5,3754.19,37.33,555.84,3.5,326347.84,32848,43964.18,4095.67,4205.1,693
"234",234,"naw",3.24501886903984,-0.515956775678586,0.5,1,"naw",3,NA,16,211.38,14609.86,64.67,307.93,7,0,0,253606.15,28570.67,5082.85,1327,26.53,9
"235",235,"trull",5.21169835206048,-0.51422454189618,0.5,1,"trull",5,NA,3,13.52,9914.72,293.6,2182.67,36,116.05,4.33,218614.46,30951.6,12342.43,2279,888.5,207.67
"236",236,"charks",8.18120563594177,-0.511506967159557,0.5,1,"charks",6,NA,5,3.17,5243.33,695,693.95,74,199.78,13,213481.18,28702.5,18843.73,2102.8,1376.5,282.25
"237",237,"banny",7.37257393638841,-0.509573651994998,0.5,1,"banny",5,NA,8,5.77,6858.8,466.8,468.16,52.5,94.73,11,220253.74,27864.6,18991.15,1988.5,642.14,158
"238",238,"spoll",7.77312083097082,-0.500770069646367,0.5,1,"spoll",5,NA,4,9.64,8091.43,328.8,904.87,31.75,66.77,5.33,201101.61,31821,11779.8,2112.75,1261.42,275
"239",239,"investigate",8.36007822059018,-0.479942801927827,0.5,1,"investigate",11,9.51884,0,0,1039.65,406,268.7,82.7,46.98,17.78,317742.9,41285.73,30358.91,6035.1,2301.41,700.44
"240",240,"freat",4.09311617356237,-0.478557764433875,0.5,1,"freat",5,NA,3,227.58,8993.82,313,1325.93,40,655.91,9.67,326597.84,38161,33776.09,4474.25,3800.44,402.67
"241",241,"groon",3.72155761266875,-0.474022177515049,0.5,1,"groon",5,NA,5,14.05,6109.55,281.6,1138.42,53.5,171.89,8.33,251976.71,32313.2,21323.68,3317.5,1075.51,208.67
"242",242,"fite",13.8968829068328,-0.458898275407631,0.5,1,"fite",4,NA,14,52.77,20136.77,229.75,3262.03,23.33,48.49,3.5,328433.73,39488.25,26703.17,4164,1615.05,240.5
"243",243,"liffs",4.9625478628127,-0.43268183135158,0.5,1,"liffs",5,NA,6,1.38,5710.09,481.6,289.73,30.75,5.57,8,185772.17,28868.4,7879.49,1678.75,709.63,112.67
"244",244,"sids",6.71800288944078,-0.431285063892935,0.5,1,"sids",4,NA,12,40.52,12179.16,283.5,590.05,23.33,225.95,3,249823.11,42828,10317.49,1677.33,1053.74,127.5
"245",245,"coth",7.45765964102109,-0.427052883219385,0.5,1,"coth",4,NA,7,89.43,13607.23,204.75,3418.39,29.33,313.02,3,269164.51,26640,54535.57,2540.33,2601.82,156.5
"246",246,"roder",3.2666571518261,-0.395699910627824,0.5,1,"roder",5,NA,6,5.41,10912.59,462,2495.11,79.75,358.72,8.67,299324.97,39337.2,28523.06,4924,1804.67,408.33
"247",247,"doubtful",6.88188483823615,-0.392211577399454,0.5,1,"doubtful",8,14.3378,0,0,2360.9,558,201.64,46,63.83,11.17,181089.3,22185.88,9567.55,1113.71,522.98,111.83
"248",248,"fistory",3.37689039500968,-0.38690125404381,0.5,1,"fistory",7,NA,1,184.19,5505.22,781.43,945.07,115.67,266.98,17.4,243135.71,32440.86,26750.22,3328.17,2074.03,581.8
"249",249,"pealt",1.26886316205843,-0.364153281780312,0.5,1,"pealt",5,NA,2,10.89,9999.25,405.4,1386.31,47.5,74.45,7.33,308774.15,37830.8,18599.81,2748.75,1528.05,177.67
"250",250,"trood",2.31614616299529,-0.360176953225584,0.5,1,"trood",5,NA,2,4.11,9591.27,336.4,1053.69,46.5,165.67,7.33,289550.63,33077.4,12642.6,2235.5,1668.41,305.67
"251",251,"garbant",2.54184790045297,-0.351627444423765,0.5,1,"garbant",7,NA,0,0,6083.18,899.14,753.56,113.33,93.19,17.4,262240.6,32503.43,22908.56,3039.5,1174.86,319.8
"252",252,"moop",1.40965374649851,-0.34723802040057,0.5,1,"moop",4,NA,9,12.66,12709.76,216.75,2953.67,35.33,56.96,4.5,206886.86,24399.25,9730.32,1499.67,195.2,85.5
"253",253,"strarms",5.42277866863028,-0.333465134717823,0.5,1,"strarms",7,NA,0,0,5651.95,976,491.42,76,93.87,9.8,269991.63,39329.86,17129.41,3488,1988.2,444.4
"254",254,"purshare",3.77742916319122,-0.317611353826685,0.5,1,"purshare",8,NA,0,0,3309.09,806.25,282.96,74.57,20.35,7.5,261722.36,35256.25,25182.58,3249.43,2091.99,228.17
"255",255,"beller",4.15266523575349,-0.310829352284649,0.5,1,"beller",6,NA,3,1.47,9597.98,943.5,2678.07,221.4,336.89,30.25,281975.79,39266.17,30452.15,4793,1824.61,427.5
"256",256,"creat",5.35148275686532,-0.298367155136877,0.5,1,"creat",5,NA,8,92.01,9314.91,339.2,1340.34,47.5,652.68,11.33,330958.83,41113.4,33120.31,4663.25,4062.94,453.33
"257",257,"overtruan",3.69973443244768,-0.291517425942656,0.5,1,"overtruan",9,NA,0,0,1883.01,485.33,204.52,66.12,36.65,25,283326.2,35401.67,24288.69,3367.12,2547.8,357.86
"258",258,"configuration",7.48220096249188,-0.290050335310531,0.5,1,"configuration",13,2.02275,0,0,437.5,229.23,242.99,107.67,159.32,64.55,250830.85,32793.69,22067.84,4056.92,4261.75,1040.45
"259",259,"lape",3.48108501516716,-0.287542772544056,0.5,1,"lape",4,NA,16,22.63,18644.88,269,739.73,26.33,29.36,3.5,287920.58,37733,11619.45,2593.67,513.1,127.5
"260",260,"pledge",5.81556693424752,-0.274686007389324,0.5,1,"pledge",6,5.47333,2,0.57,5384.48,438.67,425.59,37.6,67.32,6.75,256935.74,35066.33,17681.38,3254.2,1779.74,309.5
"261",261,"rescets",4.09214720799636,-0.27329290231931,0.5,1,"rescets",7,NA,0,0,6962.63,1179.43,1048.92,164.67,130.8,32,331679.09,46985.43,23258.59,4670.33,1630.57,423
"262",262,"wread",2.67654231707454,-0.273139647045274,0.5,1,"wread",5,NA,4,23.46,10739.37,311,1193.34,36.5,446.33,8.33,280939.84,34167.4,24907.43,2939.75,3445.74,358
"263",263,"testify",12.0532662546731,-0.261114565496428,0.5,1,"testify",7,5.23536,1,1.13,7507.71,972.14,926.78,135.33,129.47,32,292771.24,36587.29,23677.95,5892.83,2295.93,815.6
"264",264,"soth",3.45908405387031,-0.2447849963021,0.5,1,"soth",4,NA,5,124.68,15439.47,224.5,3828.77,21,311.71,2.5,305936.4,33700.25,51868.78,1583.33,2523.71,129.5
"265",265,"immiterise",1.14571481072274,-0.238551015244078,0.5,1,"immiterise",10,NA,0,0,1889.6,685.7,253.5,111.11,56.37,30,306310.38,43006.1,26918.65,4448.78,2579.5,600.12
"266",266,"qualify",4.28777639034137,-0.235822022711298,0.5,1,"qualify",7,7.3771,1,109.17,5467.58,835.71,600.23,77,147.84,17,164820.69,22304.14,10947.95,2123.17,1249.69,351.8
"267",267,"invent",1.31589816471337,-0.219702360962754,0.5,1,"invent",6,8.56696,4,7.5,4743.14,380.33,716.04,56,233.91,13,305578.15,38916.83,36796.77,5396,4834.75,691
"268",268,"mistive",3.44856725180239,-0.209795819020171,0.5,1,"mistive",7,NA,3,0.12,6747.71,938.29,1122.64,139.83,193.7,30.8,275986.35,38532.43,24177.67,4383,3345.03,879.8
"269",269,"guarantee",5.0396319964462,-0.204318155029073,0.5,1,"guarantee",9,22.0123,0,0,2971.78,950,440.78,122.75,89.54,15.14,325539.78,40262.11,24744.09,3852.38,1841.11,490.43
"270",270,"contive",2.5272855876381,-0.191281304358103,0.5,1,"contive",7,NA,2,0.24,7771.68,1080.71,1372.74,157,327.92,28,283787.99,35793.14,27631.69,4708.5,3890.62,798.8
"271",271,"sain",5.21102653549514,-0.1818223675931,0.5,1,"sain",4,NA,14,240.56,16616.33,252,3077.36,29.67,1630.76,5,309412.84,45008.25,33901.84,5212.33,4173.3,286
"272",272,"dryer",2.55368265351266,-0.170756924297731,0.5,1,"dryer",5,2.02275,2,1.16,8106.58,380.8,2050.86,63,11.94,4.67,250649.47,34488,20235.98,3197.5,139.93,29
"273",273,"serning",1.29404351056805,-0.102613063995145,0.5,1,"serning",7,NA,2,12.97,10086.9,1325.86,3779.76,424.5,2103.57,216.8,284398.4,42366.57,37279.19,6458,7437.82,1671.8
"274",274,"swane",2.1090851934545,-0.0853848719565819,0.5,1,"swane",5,NA,3,1.65,10625.13,424.6,553.4,40.5,23.62,8.33,309166.29,40011.2,27090.5,2854.5,645.77,138
"275",275,"fave",2.88733261026061,-0.0811648544108561,0.5,1,"fave",4,NA,17,340.39,20420.04,252.75,4306.46,21,2485.9,4.5,259758.17,29714.75,14122.75,1453.33,3180.96,164.5
"276",276,"hust",5.81634444507767,-0.0734647119630158,0.5,1,"hust",4,NA,15,155.65,13968.5,195,2955.24,31,1116,5,254631.15,29992.5,17372.42,3233.33,2030.25,216
"277",277,"wared",2.47815364196188,-0.0683239516449594,0.5,1,"wared",5,NA,15,5.85,12414.78,538.6,1729.81,118.5,97.71,16.33,280939.84,34167.4,37580.76,5076.75,4508.44,454
"278",278,"streat",9.82636172826256,-0.0576209869597354,0.5,1,"streat",6,NA,3,102.05,6344.83,573.67,954.82,61.8,386.76,14.5,365678.36,45338.33,34781.4,5342.2,4178.67,575.25
"279",279,"snose",3.68684091292482,-0.0520827558941849,0.5,1,"snose",5,NA,1,1.01,10424.9,386.8,1560.39,35.25,475.74,7,331716.8,47483.2,13584.68,1736.5,1074.3,160.33
"280",280,"overwhelm",2.00774602296819,-0.0240227147968143,0.5,1,"overwhelm",9,1.90377,0,0,1520.05,478.78,186.61,53.88,51.76,23.57,251057.01,29631.56,31731.25,2648,2975.06,297.43
"281",281,"med",1.47930370796552,-0.00933832762089681,0.5,1,"med",3,NA,15,103.02,18303.81,60.33,730.3,5.5,0,0,263472.72,33134,33556.86,5034.5,1719.88,276
"282",282,"whose",1.22993579223846,-0.000263403031377052,0.5,1,"whose",5,229.285,5,261.19,14371.94,316.6,3560.31,42,1066.43,7.33,289032.66,32998.4,18913.09,1841.25,3377.37,146.67
